PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;018;08;08;02;13;01;26;00033;V;00017;V;00010;V;00010;V;00014;V;00013;V;00012;V;00006;V;00019;V;00015;V;00018;V;00031;V;00026;V;00029;V;00031;V;00018;V;00023;V;00049;V;00051;V;00076;V;00099;V;00103;V;00105;V;00117;V
28;079;018;08;08;02;13;01;27;00101;V;00076;V;00064;V;00052;V;00051;V;00052;V;00045;V;00043;V;00045;V;00047;V;00024;V;00017;V;00020;V;00018;V;00018;V;00019;V;00019;V;00018;V;00022;V;00021;V;00020;V;00019;V;00016;V;00009;V
28;079;018;08;08;02;13;01;28;00005;V;00005;V;00003;V;00003;V;00003;V;00005;V;00016;V;00035;V;00055;V;00051;V;00030;V;00030;V;00028;V;00024;V;00015;V;00017;V;00025;V;00025;V;00046;V;00072;V;00093;V;00081;V;00094;V;00096;V
28;079;018;08;08;02;13;01;29;00074;V;00056;V;00051;V;00044;V;00043;V;00036;V;00039;V;00049;V;00055;V;00070;V;00083;V;00084;V;00060;V;00067;V;00073;V;00078;V;00085;V;00095;V;00109;V;00122;V;00149;V;00135;V;00103;V;00104;V
28;079;018;08;08;02;13;01;30;00066;V;00058;V;00055;V;00048;V;00045;V;00044;V;00044;V;00051;V;00069;V;00073;V;00080;V;00092;V;00101;V;00083;V;00087;V;00065;V;00054;V;00069;V;00079;V;00085;V;00108;V;00121;V;00124;V;00105;V
28;079;018;08;08;02;13;01;31;00070;V;00057;V;00045;V;00044;V;00039;V;00037;V;00037;V;00046;V;00060;V;00076;V;00086;V;00089;V;00085;V;00069;V;00059;V;00068;V;00076;V;00078;V;00075;V;00100;V;00131;V;00150;V;00123;V;00096;V
28;079;018;10;47;02;13;01;01;00247;N;00040;V;00010;V;00004;V;00003;V;00003;V;00003;V;00003;V;00004;V;00005;V;00006;V;00006;V;00008;V;00008;V;00009;V;00010;V;00009;V;00012;V;00012;V;00019;V;00029;V;00021;V;00022;V;00018;V
28;079;018;10;47;02;13;01;02;00017;V;00011;V;00009;V;00008;V;00008;V;00007;V;00008;V;00013;V;00024;V;00035;V;00040;V;00038;V;00062;V;00045;V;00006;V;00004;V;00005;V;00007;V;00008;V;00013;V;00010;V;00011;V;00009;V;00006;V
28;079;018;10;47;02;13;01;03;00005;V;00006;V;00007;V;00009;V;00006;V;00007;V;00009;V;00013;V;00016;V;00020;V;00023;V;00012;V;00008;V;00008;V;00007;V;00009;V;00012;V;00015;V;00023;V;00059;V;00052;V;00025;V;00018;V;00020;V
28;079;018;10;47;02;13;01;04;00018;V;00028;V;00012;V;00010;V;00009;V;00008;V;00009;V;00015;V;00021;V;00028;V;00031;V;00027;V;00021;V;00029;V;00027;V;00027;V;00029;V;00034;V;00029;V;00050;V;00059;V;00051;V;00040;V;00027;V
28;079;018;10;47;02;13;01;05;00021;V;00025;V;00021;V;00018;V;00019;V;00016;V;00016;V;00015;V;00015;V;00025;V;00030;V;00030;V;00036;V;00028;V;00026;V;00025;V;00024;V;00020;V;00026;V;00048;V;00046;V;00039;V;00037;V;00032;V
28;079;018;10;47;02;13;01;06;00023;V;00026;V;00024;V;00024;V;00018;V;00020;V;00018;V;00018;V;00022;V;00023;V;00024;V;00030;V;00032;V;00030;V;00025;V;00024;V;00023;V;00016;V;00023;V;00038;V;00047;V;00046;V;00028;V;00024;V
28;079;018;10;47;02;13;01;07;00026;V;00021;V;00020;V;00020;V;00019;V;00018;V;00025;V;00033;V;00031;V;00035;V;00031;V;00024;V;00017;V;00014;V;00012;V;00014;V;00018;V;00018;V;00020;V;00020;V;00020;V;00018;V;00018;V;00017;V
28;079;018;10;47;02;13;01;08;00016;V;00016;V;00015;V;00015;V;00016;V;00014;V;00012;V;00016;V;00016;V;00015;V;00016;V;00020;V;00022;V;00022;V;00022;V;00026;V;00025;V;00022;V;00023;V;00023;V;00022;V;00030;V;00022;V;00019;V
28;079;018;10;47;02;13;01;09;00014;V;00012;V;00012;V;00011;V;00006;V;00004;V;00005;V;00008;V;00012;V;00016;V;00004;N;00008;V;00022;V;00025;V;00027;V;00026;V;00025;V;00021;V;00025;V;00026;V;00035;V;00028;V;00027;V;00022;V
28;079;018;10;47;02;13;01;10;00024;V;00026;V;00028;V;00023;V;00011;V;00013;V;00015;V;00019;V;00013;V;00010;V;00008;V;00006;V;00008;V;00012;V;00026;V;00035;V;00021;V;00013;V;00017;V;00021;V;00025;V;00025;V;00026;V;00008;V
28;079;018;10;47;02;13;01;11;00008;V;00006;V;00008;V;00011;V;00014;V;00016;V;00015;V;00018;V;00018;V;00018;V;00019;V;00015;V;00018;V;00025;V;00017;V;00012;V;00008;V;00006;V;00006;V;00007;V;00007;V;00008;V;00011;V;00011;V
28;079;018;10;47;02;13;01;12;00010;V;00010;V;00008;V;00008;V;00009;V;00010;V;00012;V;00009;V;00003;V;00004;V;00006;V;00007;V;00010;V;00005;V;00004;V;00004;V;00004;V;00004;V;00004;V;00006;V;00004;V;00005;V;00004;V;00004;V
28;079;018;10;47;02;13;01;13;00005;V;00002;V;00002;V;00002;V;00001;V;00002;V;00002;V;00004;V;00004;V;00007;V;00006;V;00005;V;00005;V;00004;V;00004;V;00005;V;00004;V;00005;V;00005;V;00007;V;00006;V;00005;V;00007;V;00007;V
28;079;018;10;47;02;13;01;14;00004;V;00005;V;00004;V;00004;V;00003;V;00003;V;00004;V;00010;V;00011;V;00016;V;00012;V;00009;V;00007;V;00007;V;00009;V;00007;V;00007;V;00008;V;00009;V;00007;V;00006;V;00007;V;00007;V;00006;V
28;079;018;10;47;02;13;01;15;00004;V;00002;V;00004;V;00004;V;00003;V;00003;V;00004;V;00006;V;00010;V;00011;V;00011;V;00010;V;00004;V;00006;V;00008;V;00008;V;00009;V;00009;V;00008;V;00008;V;00006;V;00005;V;00006;V;00004;V
28;079;018;10;47;02;13;01;16;00003;V;00006;V;00003;V;00003;V;00004;V;00003;V;00002;V;00004;V;00010;V;00010;V;00008;V;00009;V;00008;V;00005;V;00005;V;00004;V;00004;V;00005;V;00004;V;00006;V;00006;V;00005;V;00004;V;00003;V
28;079;018;10;47;02;13;01;17;00002;V;00003;V;00004;V;00003;V;00002;V;00003;V;00004;V;00006;V;00008;V;00012;V;00008;V;00009;V;00008;V;00006;V;00007;V;00008;V;00009;V;00012;V;00013;V;00011;V;00009;V;00007;V;00006;V;00005;V
28;079;018;10;47;02;13;01;18;00005;V;00004;V;00004;V;00004;V;00003;V;00004;V;00004;V;00005;V;00006;V;00007;V;00008;V;00006;V;00005;V;00005;V;00021;V;00006;V;00005;V;00005;V;00005;V;00004;V;00004;V;00007;V;00003;V;00005;V
28;079;018;10;47;02;13;01;19;00002;V;00002;V;00001;V;00004;V;00002;V;00004;V;00004;V;00003;V;00005;V;00004;V;00008;V;00009;V;00009;V;00005;V;00004;V;00003;V;00006;V;00007;V;00010;V;00009;V;00009;V;00009;V;00006;V;00003;V
28;079;018;10;47;02;13;01;20;00006;V;00004;V;00006;V;00008;V;00005;V;00005;V;00004;V;00005;V;00007;V;00006;V;00007;V;00007;V;00005;V;00004;V;00005;V;00006;V;00005;V;00006;V;00005;V;00005;V;00005;V;00005;V;00004;V;00003;V
28;079;018;10;47;02;13;01;21;00002;V;00002;V;00003;V;00004;V;00002;V;00003;V;00005;V;00008;V;00009;V;00013;V;00010;V;00009;V;00007;V;00006;V;00008;V;00008;V;00006;V;00007;V;00009;V;00011;V;00011;V;00010;V;00009;V;00007;V
28;079;018;10;47;02;13;01;22;00006;V;00005;V;00007;V;00005;V;00005;V;00006;V;00006;V;00006;V;00009;V;00011;V;00032;V;00006;V;00002;V;00003;V;00005;V;00004;V;00006;V;00005;V;00003;V;00009;V;00010;V;00006;V;00006;V;00005;V
28;079;018;10;47;02;13;01;23;00003;V;00003;V;00006;V;00005;V;00006;V;00005;V;00004;V;00006;V;00010;V;00013;V;00010;V;00013;V;00011;V;00008;V;00008;V;00009;V;00009;V;00011;V;00007;V;00007;V;00006;V;00005;V;00006;V;00004;V
28;079;018;10;47;02;13;01;24;00002;V;00001;V;00001;V;00002;V;00002;V;00004;V;00005;V;00006;V;00004;V;00016;V;00013;V;00013;V;00010;V;00011;V;00010;V;00010;V;00010;V;00011;V;00015;V;00017;V;00017;V;00013;V;00013;V;00010;V
28;079;018;10;47;02;13;01;25;00011;V;00009;V;00010;V;00011;V;00011;V;00010;V;00009;V;00014;V;00027;V;00033;V;00033;V;00043;V;00020;V;00012;V;00013;V;00011;V;00011;V;00011;V;00014;V;00016;V;00015;V;00015;V;00010;V;00009;V
28;079;018;10;47;02;13;01;26;00011;V;00008;V;00006;V;00005;V;00004;V;00003;V;00004;V;00006;V;00004;V;00020;V;00022;V;00014;V;00008;V;00006;V;00009;V;00005;V;00010;V;00010;V;00016;V;00015;V;00020;V;00023;V;00024;V;00034;V
28;079;018;10;47;02;13;01;27;00033;V;00023;V;00014;V;00013;V;00010;V;00013;V;00011;V;00013;V;00018;V;00025;V;00017;V;00007;V;00007;V;00009;V;00008;V;00008;V;00008;V;00005;V;00003;V;00004;V;00004;V;00003;V;00004;V;00008;V
28;079;018;10;47;02;13;01;28;00007;V;00006;V;00004;V;00005;V;00007;V;00008;V;00009;V;00013;V;00016;V;00019;V;00017;V;00016;V;00015;V;00014;V;00004;V;00008;V;00008;V;00011;V;00012;V;00017;V;00023;V;00020;V;00025;V;00027;V
28;079;018;10;47;02;13;01;29;00024;V;00017;V;00012;V;00013;V;00014;V;00011;V;00012;V;00018;V;00027;V;00035;V;00039;V;00036;V;00049;V;00044;V;00029;V;00028;V;00030;V;00033;V;00038;V;00047;V;00057;V;00062;V;00042;V;00034;V
28;079;018;10;47;02;13;01;30;00023;V;00021;V;00020;V;00018;V;00016;V;00018;V;00018;V;00030;V;00031;V;00042;V;00041;V;00046;V;00048;V;00037;V;00041;V;00029;V;00018;V;00023;V;00027;V;00031;V;00040;V;00052;V;00047;V;00038;V
28;079;018;10;47;02;13;01;31;00030;V;00036;V;00019;V;00017;V;00016;V;00017;V;00018;V;00023;V;00034;V;00047;V;00050;V;00049;V;00042;V;00033;V;00023;V;00024;V;00027;V;00030;V;00026;V;00033;V;00055;V;00069;V;00053;V;00033;V
28;079;018;14;06;02;13;01;01;00005;V;00006;V;00017;V;00024;V;00034;V;00033;V;00035;V;00035;V;00029;V;00027;V;00031;V;00029;V;00030;V;00034;V;00033;V;00031;V;00026;V;00010;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;018;14;06;02;13;01;02;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00004;V;00003;V;00012;V;00022;V;00049;V;00048;V;00031;V;00013;V;00003;V;00022;V;00011;V;00028;V;00038;V
28;079;018;14;06;02;13;01;03;00035;V;00031;V;00010;V;00004;V;00009;V;00003;V;00002;V;00002;V;00002;V;00003;V;00007;V;00032;V;00042;V;00039;V;00040;V;00033;V;00023;V;00009;V;00002;V;00002;V;00002;V;00001;V;00001;V;00002;V
28;079;018;14;06;02;13;01;04;00001;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00004;V;00007;V;00010;V;00008;V;00009;V;00008;V;00004;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;018;14;06;02;13;01;05;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00004;V;00006;V;00006;V;00009;V;00011;V;00009;V;00006;V;00004;V;00001;V;00002;V;00002;V;00001;V;00002;V;00001;V
28;079;018;14;06;02;13;01;06;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00002;V;00004;V;00006;V;00008;V;00012;V;00013;V;00012;V;00012;V;00016;V;00003;V;00002;V;00002;V;00002;V;00001;V;00001;V
28;079;018;14;06;02;13;01;07;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00003;V;00003;V;00004;V;00006;V;00010;V;00009;V;00006;V;00004;V;00002;V;00002;V;00002;V;00004;V;00005;V;00006;V
28;079;018;14;06;02;13;01;08;00007;V;00006;V;00006;V;00012;V;00008;V;00002;V;00001;V;00001;V;00001;V;00002;V;00002;V;00003;V;00003;V;00003;V;00004;V;00003;V;00003;V;00002;V;00002;V;00002;V;00002;V;00002;V;00001;V;00001;V
28;079;018;14;06;02;13;01;09;00002;V;00002;V;00003;V;00005;V;00012;V;00010;V;00006;V;00003;V;00002;V;00002;V;00003;V;00005;V;00005;V;00007;V;00009;V;00007;V;00005;V;00004;V;00003;V;00003;V;00002;V;00004;V;00005;V;00006;V
28;079;018;14;06;02;13;01;10;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00001;V;00001;V;00002;V;00004;V;00006;V;00015;V;00023;V;00020;V;00009;V;00005;V;00018;V;00009;V;00003;V;00003;V;00003;V;00004;V;00003;V;00004;V
28;079;018;14;06;02;13;01;11;00013;V;00014;V;00005;V;00003;V;00003;V;00003;V;00002;V;00002;V;00002;V;00003;V;00005;V;00010;V;00011;V;00011;V;00013;V;00016;V;00019;V;00021;V;00023;V;00024;V;00024;V;00015;V;00007;V;00012;V
28;079;018;14;06;02;13;01;12;00008;V;00005;V;00007;V;00008;V;00003;V;00002;V;00003;V;00010;V;00020;V;00025;V;00030;V;00038;V;00043;V;00047;V;00048;V;00052;V;00055;V;00051;V;00044;V;00046;V;00035;V;00032;V;00037;V;00042;V
28;079;018;14;06;02;13;01;13;00047;V;00046;V;00047;V;00051;V;00053;V;00053;V;00051;V;00049;V;00044;V;00054;V;00055;V;00057;V;00058;V;00057;V;00052;V;00054;V;00052;V;00044;V;00044;V;00035;V;00031;V;00045;V;00044;V;00046;V
28;079;018;14;06;02;13;01;14;00053;V;00039;V;00045;V;00044;V;00033;V;00031;V;00033;V;00010;V;00013;V;00017;V;00033;V;00040;V;00039;V;00043;V;00052;V;00045;V;00043;V;00035;V;00031;V;00037;V;00041;V;00038;V;00038;V;00041;V
28;079;018;14;06;02;13;01;15;00048;V;00053;V;00048;V;00051;V;00054;V;00055;V;00048;V;00036;V;00021;V;00032;V;00045;V;00049;V;00050;V;00050;V;00053;V;00046;V;00040;V;00030;V;00033;V;00040;V;00047;V;00051;V;00052;V;00050;V
28;079;018;14;06;02;13;01;16;00054;V;00053;V;00058;V;00055;V;00053;V;00055;V;00054;V;00039;V;00013;V;00019;V;00026;V;00029;V;00034;V;00038;V;00036;V;00035;V;00030;V;00028;V;00025;V;00027;V;00023;V;00022;V;00032;V;00049;V
28;079;018;14;06;02;13;01;17;00054;V;00058;V;00057;V;00057;V;00057;V;00058;V;00052;V;00043;V;00028;V;00039;V;00046;V;00049;V;00046;V;00049;V;00050;V;00038;V;00026;V;00021;V;00017;V;00013;V;00017;V;00023;V;00028;V;00037;V
28;079;018;14;06;02;13;01;18;00039;V;00038;V;00036;V;00035;V;00033;V;00033;V;00030;V;00025;V;00017;V;00017;V;00022;V;00030;V;00035;V;00037;V;00035;V;00036;V;00040;V;00039;V;00040;V;00038;V;00043;V;00044;V;00049;V;00047;V
28;079;018;14;06;02;13;01;19;00044;V;00049;V;00051;V;00050;V;00049;V;00043;V;00044;V;00045;V;00056;V;00057;V;00055;V;00058;V;00057;V;00047;V;00041;V;00047;V;00041;V;00038;V;00024;V;00037;V;00036;V;00051;V;00054;V;00058;V
28;079;018;14;06;02;13;01;20;00060;V;00063;V;00060;V;00060;V;00057;V;00055;V;00060;V;00060;V;00053;V;00058;V;00056;V;00054;V;00038;V;00042;V;00052;V;00049;V;00050;V;00043;V;00041;V;00038;V;00037;V;00032;V;00035;V;00038;V
28;079;018;14;06;02;13;01;21;00042;V;00042;V;00042;V;00042;V;00054;V;00060;V;00059;V;00041;V;00022;V;00039;V;00051;V;00044;V;00044;V;00055;V;00057;V;00056;V;00057;V;00049;V;00033;V;00022;V;00020;V;00017;V;00029;V;00035;V
28;079;018;14;06;02;13;01;22;00043;V;00041;V;00040;V;00040;V;00042;V;00046;V;00038;V;00013;V;00012;V;00017;V;00014;V;00025;V;00032;V;00027;V;00026;V;00024;V;00042;V;00041;V;00049;V;00025;V;00022;V;00047;V;00047;V;00050;V
28;079;018;14;06;02;13;01;23;00057;V;00065;V;00068;V;00072;V;00071;V;00067;V;00064;V;00052;V;00037;V;00030;V;00043;V;00057;V;00059;V;00060;V;00058;V;00046;V;00045;V;00041;V;00040;V;00040;V;00041;V;00041;V;00042;V;00044;V
28;079;018;14;06;02;13;01;24;00045;V;00046;V;00045;V;00046;V;00048;V;00050;V;00047;V;00047;V;00038;V;00043;V;00061;V;00065;V;00065;V;00063;V;00062;V;00061;V;00057;V;00054;V;00041;V;00038;V;00036;V;00027;V;00027;V;00043;V
28;079;018;14;06;02;13;01;25;00033;V;00030;V;00016;V;00017;V;00007;V;00003;V;00004;V;00005;V;00003;V;00004;V;00006;V;00007;V;00037;V;00048;V;00046;V;00050;V;00045;V;00039;V;00025;V;00015;V;00018;V;00018;V;00028;V;00025;V
28;079;018;14;06;02;13;01;26;00023;V;00035;V;00038;V;00035;V;00031;V;00033;V;00034;V;00041;V;00041;V;00053;V;00053;V;00042;V;00053;V;00061;V;00058;V;00067;V;00059;V;00039;V;00032;V;00014;V;00004;V;00004;V;00004;V;00004;V
28;079;018;14;06;02;13;01;27;00003;V;00003;V;00003;V;00002;V;00002;V;00002;V;00002;V;00002;V;00003;V;00004;V;00022;V;00028;V;00030;V;00033;V;00037;V;00035;V;00033;V;00036;V;00030;V;00029;V;00030;V;00034;V;00056;V;00062;V
28;079;018;14;06;02;13;01;28;00061;V;00059;V;00061;V;00061;V;00051;V;00047;V;00050;V;00034;V;00019;V;00023;V;00038;V;00038;V;00040;V;00045;V;00056;V;00054;V;00048;V;00048;V;00030;V;00010;V;00002;V;00003;V;00003;V;00003;V
28;079;018;14;06;02;13;01;29;00003;V;00002;V;00002;V;00001;V;00002;V;00002;V;00002;V;00002;V;00002;V;00003;V;00004;V;00007;V;00011;V;00016;V;00015;V;00015;V;00011;V;00005;V;00002;V;00002;V;00003;V;00003;V;00002;V;00001;V
28;079;018;14;06;02;13;01;30;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00002;V;00002;V;00002;V;00003;V;00005;V;00007;V;00011;V;00011;V;00019;V;00022;V;00010;V;00003;V;00002;V;00002;V;00002;V;00002;V;00002;V
28;079;018;14;06;02;13;01;31;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00002;V;00003;V;00005;V;00007;V;00014;V;00022;V;00018;V;00010;V;00005;V;00003;V;00002;V;00004;V;00004;V;00004;V;00003;V
28;079;018;20;59;02;13;01;01;001.2;V;001.6;V;000.9;V;000.4;V;000.3;V;000.2;V;000.3;V;000.2;V;003.0;V;000.3;V;000.3;V;000.2;V;000.3;V;000.4;V;000.7;V;000.4;V;000.4;V;000.5;V;001.0;V;001.9;V;003.4;V;004.1;V;003.5;V;003.6;V
28;079;018;20;59;02;13;01;02;003.1;V;002.4;V;001.4;V;001.3;V;001.0;V;000.9;V;001.3;V;002.9;V;004.7;V;007.5;V;006.1;V;010.6;V;009.7;V;008.1;V;002.0;V;001.2;V;000.7;V;001.1;V;002.4;V;003.6;V;003.4;V;001.6;V;001.4;V;000.5;V
28;079;018;20;59;02;13;01;03;000.6;V;000.5;V;000.9;V;001.7;V;002.3;V;001.6;V;002.5;V;003.7;V;003.2;V;003.2;V;003.6;V;002.9;V;001.2;V;001.1;V;001.2;V;001.0;V;001.5;V;001.8;V;004.7;V;017.1;V;020.0;V;007.1;V;003.0;V;003.7;V
28;079;018;20;59;02;13;01;04;002.8;V;003.3;V;002.8;V;001.9;V;001.5;V;001.8;V;001.6;V;002.1;V;004.4;V;003.7;V;004.6;V;007.4;V;003.7;V;005.0;V;006.3;V;004.7;V;004.1;V;006.6;V;009.0;V;018.2;V;020.1;V;016.9;V;012.3;V;006.9;V
28;079;018;20;59;02;13;01;05;005.4;V;004.4;V;003.7;V;004.1;V;003.2;V;003.0;V;003.4;V;003.1;V;002.6;V;004.3;V;004.3;V;004.8;V;006.6;V;006.1;V;004.6;V;004.0;V;004.4;V;003.8;V;004.7;V;010.0;V;008.3;V;010.1;V;007.0;V;010.3;V
28;079;018;20;59;02;13;01;06;003.8;V;004.7;V;004.7;V;003.9;V;003.3;V;003.1;V;003.2;V;003.1;V;002.3;V;003.1;V;003.2;V;003.9;V;003.7;V;003.0;V;002.4;V;002.0;V;001.9;V;001.5;V;002.0;V;004.7;V;006.9;V;005.8;V;005.5;V;003.4;V
28;079;018;20;59;02;13;01;07;003.6;V;003.4;V;002.8;V;003.1;V;002.9;V;002.0;V;002.2;V;002.2;V;002.2;V;002.1;V;003.4;V;002.8;V;002.5;V;002.1;V;001.1;V;001.1;V;001.0;V;001.2;V;001.2;V;001.5;V;001.5;V;001.3;V;001.1;V;001.1;V
28;079;018;20;59;02;13;01;08;000.8;V;000.7;V;000.7;V;000.6;V;000.6;V;000.7;V;000.9;V;001.3;V;001.6;V;001.7;V;001.8;V;002.5;V;003.1;V;003.1;V;003.1;V;003.2;V;003.0;V;002.6;V;002.6;V;003.0;V;003.2;V;004.0;V;003.9;V;002.5;V
28;079;018;20;59;02;13;01;09;002.0;V;002.2;V;001.9;V;002.8;V;002.6;V;001.1;V;001.0;V;001.0;V;001.2;V;001.8;V;002.0;V;002.8;V;004.9;V;003.6;V;003.2;V;002.9;V;002.8;V;003.2;V;003.3;V;003.0;V;005.0;V;003.3;V;001.8;V;001.5;V
28;079;018;20;59;02;13;01;10;002.3;V;002.3;V;001.9;V;002.3;V;001.8;V;001.7;V;002.2;V;002.7;V;003.7;V;004.4;V;001.5;V;001.5;V;001.4;V;002.9;V;003.0;V;005.4;V;003.4;V;004.0;V;003.6;V;007.1;V;006.8;V;006.6;V;005.0;V;001.6;V
28;079;018;20;59;02;13;01;11;000.8;V;000.6;V;000.8;V;001.3;V;001.7;V;001.8;V;001.8;V;002.1;V;002.3;V;002.2;V;002.4;V;002.4;V;003.3;V;001.0;N;017.7;N;002.5;V;000.8;V;000.9;V;001.0;V;000.8;V;000.7;V;000.7;V;001.0;V;001.8;V
28;079;018;20;59;02;13;01;12;000.7;V;001.1;V;001.1;V;001.1;V;001.1;V;001.3;V;001.6;V;001.1;V;000.5;V;000.5;V;001.4;V;000.6;V;000.9;V;000.5;V;001.1;V;000.5;V;000.4;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.5;V;000.4;V
28;079;018;20;59;02;13;01;13;000.4;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.3;V;000.2;V;000.3;V;000.3;V;000.2;V;000.3;V;000.2;V;000.4;V;000.4;V;000.3;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V
28;079;018;20;59;02;13;01;14;000.2;V;000.4;V;000.8;V;001.5;V;002.7;V;002.9;V;001.3;V;001.2;V;001.2;V;001.5;V;000.5;V;000.7;V;000.5;V;000.8;V;000.5;V;000.4;V;000.4;V;000.4;V;001.3;V;000.4;V;000.4;V;000.4;V;000.3;V;000.4;V
28;079;018;20;59;02;13;01;15;000.5;V;000.2;V;000.2;V;000.3;V;000.2;V;000.2;V;000.2;V;000.3;V;000.6;V;001.0;V;000.7;V;000.7;V;000.4;V;000.4;V;001.0;V;000.4;V;000.5;V;000.7;V;000.4;V;000.4;V;000.6;V;000.4;V;000.3;V;000.3;V
28;079;018;20;59;02;13;01;16;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.2;V;000.6;V;000.7;V;001.1;V;001.1;V;001.0;V;002.2;V;001.3;V;000.7;V;001.6;V;000.8;V;000.8;V;001.4;V;000.7;V;000.7;V;000.5;V;000.4;V
28;079;018;20;59;02;13;01;17;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;001.0;V;002.4;V;000.7;V;000.6;V;000.7;V;000.7;V;000.9;V;000.8;V;001.2;V;001.7;V;001.7;V;001.6;V;001.1;V;000.8;V;000.7;V;000.5;V
28;079;018;20;59;02;13;01;18;000.4;V;000.3;V;000.4;V;000.4;V;000.3;V;000.3;V;000.2;V;000.3;V;000.4;V;000.6;V;000.8;V;000.8;V;000.7;V;001.4;V;001.0;V;000.4;V;000.6;V;000.7;V;000.5;V;000.5;V;000.4;V;000.4;V;000.3;V;000.4;V
28;079;018;20;59;02;13;01;19;000.7;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.4;V;000.4;V;000.5;V;000.4;V;000.6;V;001.6;V;000.5;V;000.5;V;000.5;V;000.4;V;000.2;V;000.3;V
28;079;018;20;59;02;13;01;20;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.4;V;000.1;V;000.2;V;001.3;V;000.2;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.6;V
28;079;018;20;59;02;13;01;21;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;001.2;V;001.0;V;000.5;V;000.3;V;000.7;V;000.7;V;000.4;V;000.3;V;000.3;V;000.4;V;000.5;V;002.3;V;000.7;V;000.8;V;000.9;V;000.6;V
28;079;018;20;59;02;13;01;22;000.5;V;000.4;V;000.5;V;000.3;V;000.3;V;000.2;V;000.3;V;000.4;V;000.8;V;001.2;V;001.2;V;018.0;N;001.3;V;001.6;V;002.5;V;001.0;V;001.2;V;000.6;V;000.6;V;001.6;V;001.6;V;000.5;V;000.3;V;000.2;V
28;079;018;20;59;02;13;01;23;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.1;V;000.2;V;000.5;V;000.5;V;000.4;V;000.5;V;000.4;V;000.4;V;000.4;V;000.5;V;000.4;V;000.6;V;000.6;V;001.0;V;000.7;V;000.5;V;000.3;V;000.3;V
28;079;018;20;59;02;13;01;24;002.0;V;002.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.4;V;003.1;V;000.6;V;000.9;V;000.6;V;000.9;V;000.9;V;000.6;V;001.2;V;000.8;V;000.7;V;001.2;V;000.8;V;000.6;V;001.3;V;000.6;V
28;079;018;20;59;02;13;01;25;000.7;V;000.7;V;000.9;V;001.5;V;002.0;V;001.4;V;001.1;V;001.2;V;002.4;V;004.7;V;003.8;V;005.2;V;003.3;V;000.8;V;000.7;V;000.9;V;000.6;V;000.8;V;001.1;V;002.1;V;001.6;V;000.8;V;000.6;V;000.6;V
28;079;018;20;59;02;13;01;26;000.7;V;000.6;V;000.4;V;000.4;V;000.5;V;000.7;V;000.4;V;000.4;V;000.4;V;000.6;V;000.6;V;001.0;V;001.4;V;001.0;V;000.7;V;001.0;V;001.6;V;002.1;V;001.8;V;001.9;V;002.7;V;003.0;V;003.7;V;006.2;V
28;079;018;20;59;02;13;01;27;005.5;V;004.4;V;002.5;V;001.7;V;001.1;V;001.5;V;001.7;V;001.2;V;001.3;V;001.7;V;002.2;V;000.8;V;000.5;V;001.0;V;000.5;V;000.5;V;000.5;V;000.3;V;000.3;V;000.5;V;000.5;V;000.3;V;000.3;V;000.2;V
